text,category
 Unix| Computer science| Software design| Linux| MySQL| Data structures| Subject matter expertise| Python| HBase,Software Developer
 Software Engineer,Software Developer
 CATIA| Database management| Sheet metal| CAD,Software Developer
 Automation| jQuery| Coding| XML| Javascript| Agile| Data structures| Troubleshooting| Ajax| Python,Software Developer
 MS CRM| Dynamics CRM,Software Developer
 WMB| WebSphere| Message Broker| UML| XML| SQL| Unix| Shell Scripting,System Administrator
 enterprise software| product development| Merchandising| Retail Merchandising| Market Intelligence| Client Relationship| Client Solutions,Business Analyst
 Lead generation| Sales Associate,Sales Executive/Officer
BFSI| Bancassurance| Finance| Banking| agency sales| BDM| Sales Executive| FMCG| Sales Officer| field sales| banca sales| marketing| Marketing Manager| b2b sales| Sales| Marketing Officer| Insurance| Relationship Manager| ASM| ARM| direct sales,Sales/Business Development Manager
 com| development| c| software| testing| mca| it| vb| sql| coding| application| ui| web| design| asp.net| .net| pl| net| asp| applications,Software Developer
 Inbound Process| bca| cce| Telesales| mcom| customer service| mca| Outbound| fresher| voice process| ma| backend| communication skills| crm| bba| bpo| telecaller| btech| bpo voice| aegis| mba| customer support| bcom| mtech| msc| ba,Associate/Senior Associate -(NonTechnical)
 Article writing| Internet research| Digital marketing| Recruitment| MS Word| creative content| Quality improvement| Excel| UPS| Usage,Content Developer
 Business administration| Trade| Sales| Customer satisfaction| Test scenarios| Deployment| professional services| Scripting,Sales/Business Development Manager
 java| core java| hibernate| spring| mysql| .Net| Spring Boot| Javascript,Software Developer
 Data Analytics| T - SQL| Azure| Python| Java| Powershell| Big Data| Grid| Unix Shell Scripting,Project Lead
record to report|bank reconciliation|us shift|team handling|finalization|SAP|Trial Balance|profit and loss|profit & loss|Balance Sheet,Assistant Manager/Manager -(NonTechnical)
 Business Strategy| Application Sales| Sales| Large Account Management| Presales| Customer Satisfaction| Business Development| Cxo| Client Relationship,Client Servicing/Key Account Manager
 Data entry| Automation| Consulting| server| ERP| technical| Windows| tools| sql| salesforce| database| web| Analytical| design| Javascript| api| website| level| it| ruby| Backend| Linux| application| infrastructure| Active directory| .net| developer| applications,Software Developer
 Technical support| Outbound| Antivirus| Comp| Sales| US shift| Inbound calls| process| Medical| Spot,Associate/Senior Associate -(NonTechnical)
 Distribution| Channel Sales| Sales Management,Sales / BD Manager
 Linux| Networking| Apache| Coding| Shell scripting| Consulting| HTTP| Adobe| SSL| Monitoring,System Administrator
 Fabrication| Site management| Team management| Architecture| Aviation| AutoCAD| MIS| MEP| Windows| Photoshop,Architect
 project management| pmo| stakeholder management| people management| training| transition| agile| succession planning| operations| customer service,Transitions/Migrations Manager
Server Support|active directory|dns|windows server|exchange server,Associate/Senior Associate -(Technical)
 Computer science| Change management| Javascript| Loans| NoSQL| Web technologies| Spring framework| data security| cassandra| OLTP,Release Manager
 telecaller| Malayalam| Customer Support| customer service| Hindi| customer care executive,Telecalling/Telemarketing Executive
 Business Development Manager| Interpersonal skills| Revenue generation| Franchisee development| Training| Manager HRD,Sales/Business Development Manager
 bpo| Inbound Process| Email Support| Computer Operator| back office| back office executive| call center| Data Entry Operator| Marketing| Chat Process| Backend| voice process| Domestic BPO| Fresher| data entry,Fresher
 international bpo| customer care| outbound process| sales process| domestic| bpo fresher| Domestic BPO| bpo executive,Associate/Senior Associate -(NonTechnical)
 Training| Publishing| Skill development| Production support| IHS| Senior Analyst| Process improvement| Scheduling| Supervision,Associate/Senior Associate -(NonTechnical)
Angularjs|Azure|UX|Github|Postgresql|UI Development|Javascript|Postgres|NodeJS Developer|AWS|SQL,Team Lead/Technical Lead
 Web technologies| Media strategy| Social media| Marketing campaigns| content designing| Management| Digital marketing,Content Developer
 digital marketing| social media optimization| data analytics| social media marketing| content marketing,Direct Marketing Executive
marketing| sales & marketing| Sales| B2B Marketing| Sales Executive| marketing executive,Sales Executive/Officer
 IT Recruiter| it recruitment| technical recruiter| bulk hiring,Recruitment Executive
 montessori| teaching| facilitator| teacher| nursery| school,Teacher/ Private Tutor
PCI DSS|Risk Assessment|WAN|Network Security|Information Security|Nessus|Enterprise Security|Qualys|LAN Networking|IT Security,"Requirement Qualifications: Candidate must possess at least a Bachelor's/College Degree in any field. Preferably with Science, technology or computer application background At least 4 to 8 years of working experience with IT / Security is required for this position Should be knowledgeable in Information technology / IT security concepts / Information security concepts A good understanding of various information system technologies including: Active directory, Networking, LAN / WAN, firewalls and enterprise security solutions Job Summary: Carry out all information security risk assessment Carry out Privacy risk and impact assessment for client operations and technology infrastructure Conducting operations audit based on Information security and privacy principle Conducting review of contractual contracts, privacy contracts / exhibits / privacy agreements Supporting compliance certification (ISO, PCI DSS) and client audits Handling information security incidents, data breaches investigations Assist Risk management functional leaders in overseeing compliance activities relating to information security Driving information security training and awareness to ensure employees are aware of their responsibilities Experience with network security Scanners, and other vulnerability analysis tools such as Nessus, Qualys. Experience in generating system assessment reports Ability to implement the policies and procedures laid down by the IT and Infosec. Salary: Not Disclosed by Recruiter Industry: BPO / Call Centre / ITES Functional Area: Other Employment Type: Full Time, Permanent"
Indian Gaap|Statutory Audit|Internal Audit|indian accounting standards|Ifc,Audit Manager
 Presales| BPO| RFP| ITES| RFQ| Analytical| Mining| MS Office| Analytics| RFX,Sales Executive/Officer
 Technical support| Outbound| Service| Comp| Technical Support Executive| Inbound calls| Target| Bonus| Business Executive| process,Associate/Senior Associate -(Technical)
 Company Secretary| financial products| Automobile components| Health care services| Corporate finance| Time| Asset management| Business strategy| Qualitative| Auditing,Head/VP/GM-Finance/Audit
 operations| technology| human resources| finance,Finance Executive
 Project management| Tools| CMS| btech| technical| mca| it| bootstrap| jquery| Computer science| excel| Drupal| GIT| Symfony| ui| web| Wordpress| design| Javascript| PHP| zend,Software Developer
handling| maya| after effects| compositing| team working| good communication| 3ds max| camera| 3d| skills,Graphic Designer
 Capsules| Tablets| Syrup| Production| Liquid| production engineer,Product Development Executive
 Salesforce| Javascript| HTML| CSS| PHP| SQL,Software Developer
 CRM| Tools| Analytical| Manager Quality Assurance| SQL| SDLC| PMP| UML| Resource allocation| Prototyping,Project Manager-IT/Software
 Procurement| Capital Purchase| Negotiation| Purchase| Strategy Development| Supplier Development| Sourcing Strategy| Project Procurement| Supplier Evaluation| Continuous Improvement| Supplier Selection| Working Capital,Purchase/Vendor Development Manager
 TDS| Vendor Payments| Excel| Accounting| MIS| Vendor Reconciliation| Gst| Capital Expenditure| Budgeting| Pan,Accounts Executive/Accountant
 ERP| Translation| Business Analyst| Solaris| Technical design| business rules| Subject matter expertise| Video conference| Technical documentation| Testing,Business Analyst
 IT Audit,Software Developer
 Construction| Compensation| general management| Employee Engagement| hr generalist| hr| human resource management| engineering| Recruitment,Head/VP/GM-HR
 BPO| ground staff activities| arrivals| Ground Handling| customer service| Airport Operation| aviation| airport| ticketing| Fresher| Call Center,Ground Staff
 Front end| Version control| XML| Analytical| Social networking| Flex| MVC| Troubleshooting| Adobe| game development,Software Developer
 iPhone SDK| Mac OS| IOS| C| Problem| Debugging| SQLite| Application| Complex| Swift,Software Developer
 assembly language| Six Sigma| PMP| JavaScript| .NET| HTML| Oracle| Python| SQL,Software Developer
 Software design| Fanuc control| MS Office,Design Engineer
 Help Desk| Customer Service| data analysis| customer relationship| access controls| Technology| Asset Management| Intellectual Property| Vendor Management| CRM,Process Flow Analyst
Compliance| Audit compliance| Customer satisfaction| Customer service| Operations| Service quality| Monitoring| ISO 9001-2000| Auditing| Six sigma,Operations Officer
 SSRS| SSIS| MSBI| ETL| ETL Developer| SSAS,Software Developer
 Service| Social media| MySQL| Facebook| XML| Javascript| Android| Ajax| jQuery| Web technologies,Software Developer
 Online Marketing| Digital Marketing| SEO| Search Engine Optimization| Marketing,Team Lead/Technical Lead
 email| pa| information technology| copyright| marketing manager| solutions| hr| salary| atl btl| btl activities,Marketing Manager
 international bpo| voice process| insurance| upselling| inbound process| customer care executive| customer service executive| customer service representative| general insurance| Travel| Sales,Associate/Senior Associate -(NonTechnical)
